mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
S(SC(=S)N(C)C)C(=S)N(C)C,Thioperoxydicarbonic diamide (((H2N)C(S))2S2)  tetramethyl-,DSSTox2DMolFile,6.059,137-26-8,32.361515,1,0,0,1,2,0,0,0,24,0,2,12,6,41.509773,1.729574,0,0,6,0,0,12,0,2,0,0,4,3.5591495,-2.4786091,-0.0027884461,0.039422918,2.3415446,-2.5514088,0.123,0.22332658,2.3629746,-2.1508811,0.1057,0.4729017,2.7372105,21.638483,3,0.27272728,0,23,2,11,3,5,0.45454547,21,0,9.7236147,10.793406,5,5.1547008,5.4472647,6.1855578,0,0,0,0,0.97357017,7,0,-0.84823561,-0.25696081,-0.12057708,2.0009787,-0.95801747,-0.10922984,0.049707048,2.0999455,-0.49966335,-0.054299999,0.22571087,2.4080327,6.6245341,3.658016,3.658016,1.9820406,1.9820406,-3.2487915,0,2.564868,6.1696267,0,14,14,1,0,12,5.6122451,5.3254437,15.851,7.6063313,7.3634377,10.047329,2,0,1,0,1.952,-4.8751001,6.2630386,0,1,0,1,0,3,0,0,0,0.61381352,-0.61381352,0.18853542,0.41407254,21.303349,135.59784,62.769024,0,0,0,0,0,43.473358,0,0,0,0,0,1,0.16520776,0,0,0.83479226,0,263.14359,43.473358,0,0,219.67021,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,263.14359,0,0,0,263.14359,0,4,1,0,0,0,0.83333331,2.0608001,0,6.2486277,0,0,0,131.58875,0,0,0,150.74756,6.7756,0,6.2486277,0,0,0,0,0,282.3363,70.660004,0.61674827,4.4594316,2.7192059,6.8317947,263.14359,234.54292,62.769024,0,0,0,179.0712,21.303349,62.769024,240.44,226,13,50
C(=C)(C)C1CC=C(C)CC1,Cyclohexene  1-methyl-4-(1-methylethenyl)-,DSSTox2DMolFile,6.6430001,138-86-3,28.268688,0,0,1,1,0,0,0,0,26,0,0,10,10,24.992151,0.9612366,0,0,10,0,0,16,0,0,0,0,0,2.2807817,-2.696497,-0.0091275238,0.046064518,2.6389494,-2.5538938,0.123,0.13631085,2.7838542,-2.4267833,0.1057,0.20767193,2.9123664,17.491312,1,0.1,0,26,2,10,2,1,0.1,24,0,7.5604777,6.9831276,6.9831276,7.5604777,4.6983771,4.009202,4.009202,4.6983771,1,1,0.6482805,6,0,-0.78806567,-0.22731471,-0.11393548,2.4512727,-0.66973978,-0.086928293,-0.037,2.5982575,-0.51883453,-0.054299999,-0.0094848843,2.7036085,0,1.4762142,1.4762142,3.8141346,3.8141346,-4.2226634,0,1.3862942,4.3903341,0,14,14,1,0,8.1000004,3.4082839,2.2857144,6.8171058,2.807452,1.8497888,1.9138697,0,0,1,0,3.6040001,-3.0050199,4.4996467,0,1,6,1,1,2,0,0,0,0.13545337,-0.13545337,0.21705234,0.35549173,108.45092,0,0,0,0,0,0,49.634022,0,0,0,0,0,0,1,0.3139706,0,0,0.68602943,0,158.08495,49.634022,0,0,108.45092,0,0.5,1,0,0,0,0,1,0,0,0,1,0,158.08495,0,0,0,158.08495,0,3,0,1,0,0,0,3.3089001,0,0,0,0,4.4107962,6.37115,0,17.643185,56.605217,98.752823,4.5911999,0,0,4.4107962,6.37115,0,74.248398,0,98.752823,0,0.72192812,4.321928,2.3442218,6.3056221,158.08495,185.27473,0,0,0,0,158.08495,0,0,136.23799,120,11,46
O=C(O)CN(CC(=O)O)CC(=O)O,Glycine  N N-bis(carboxymethyl)-,DSSTox2DMolFile,2.7360001,139-13-9,22.473137,0,0,2,4,7,0,0,0,22,6,13,13,3,38.55862,1.7526646,0,0,6,0,0,9,0,1,6,0,0,3.895556,-2.5208707,-0.51567763,0.45727575,2.5453827,-2.7204936,-0.48978317,0.39226127,2.3398747,-2.2746756,-0.30528545,0.58577096,2.7793529,14.692863,6,0.5,0,21,3,12,4,6,0.5,18,0,10.430721,6.6349196,3.6213202,3.8533711,5.9135914,3.2925363,1.0606601,1.2247449,0,0,1.0309895,6,0,-0.8027935,-0.48125502,0.10249857,2.1991518,-0.97501862,-0.47734806,0.036170315,2.032676,-0.50135535,-0.24192245,0.21082792,2.4120014,8.3529348,12.99476,4.246263,-4.0540528,-1.5654345,0.2263421,0,2.8638082,4.183691,-1.9999213,1.987149,14,1.0027912,14.011413,13,6.4533334,8.333333,10.353063,5.0324931,6.3832707,4.0078244,7,3,1,0,-1.318,0.52405,4.0036364,0,1,0,1,0,6,0,0,0,1.4706854,-1.4706854,0.21591529,0.17683221,0,0,0,60.898518,0,0,44.125496,0,0,40.700764,0,0,40.700764,0,0.54498583,0.43664363,0.21832182,0.45501417,0.5633564,0.23669234,101.59928,81.401527,40.700764,84.826263,105.02402,44.125496,0.5,1,0,0,0,0,1,0,0,0,1,0,186.42554,0,0,0,186.42554,0,3,0,0,0,0,0.07692308,-1.4578,0,26.360706,71.586647,131.47441,0,0,0,0,0,0,3.9347401,71.586647,3.1243138,76.155678,0,0,0,78.55513,0,115.14,0.5894835,4.5849624,2.5766213,7.1046243,186.42554,176.59442,0,0,0,0,60.898518,44.125496,81.401527,191.13899,270,12,54
Oc1ccc(C(CC(C)(C)C)(C)C)cc1,Phenol  4-(1 1 3 3-tetramethylbutyl)-,DSSTox2DMolFile,6.3600001,140-66-9,40.111446,0,0,1,1,1,0,6,0,37,1,2,15,14,41.33931,1.1172787,0,0,14,0,0,22,0,0,1,0,0,2.55023,-2.7766209,0.00019722083,0.11103039,2.7166338,-2.6692276,0.07387016,0.123,2.8292141,-2.5175419,0.1057,0.19984762,2.9789436,24.050554,2,0.13333334,6,37,0,15,4,3,0.2,31,0,11.690234,10.463721,10.016508,10.690234,6.7061253,5.5020809,5.2784739,6.1287751,0,0,0.69109595,8,0,-0.80552924,-0.24805537,-0.11686914,2.7077487,-0.76183879,-0.16267261,-0.037,2.8368249,-0.53360492,-0.07189057,-0.0036561547,2.9514425,0.86825883,3.7091391,1.9135878,5.4254594,5.4252305,-4.6783428,0,3.2520053,6.4686532,-0.0027212158,9.5640535,14,1.0189685,0.0016245042,13.066667,4.47259,4.1652894,11.045362,3.7317986,3.4385221,2.7479379,1,1,1,0,4.7379999,-5.1033902,6.4461975,0,1,6,1,1,3,0,0,0,0.21696229,-0.21696229,0.60318661,0.87551916,194.46773,0,8.458519,0,0,0,0,33.825527,0,0,13.566921,0,0,0,1,0.18932845,0,0,0.81067157,0,250.3187,47.392448,0,0,202.92625,0,0.5,1,0,0,0,0,1,0,0,0,1,0,250.3187,0,0,0,250.3187,0,4,0,1,0,0,1,4.1059999,25.385227,0,0,0,3.185575,0,0,70.572739,18.868406,171.8735,6.5204802,0,25.385227,0,8.4290028,0,89.441139,0,166.63008,20.23,0.56650949,4.9068904,2.7803383,7.5119777,250.3187,266.46515,0,0,0,0,236.75179,0,13.566921,206.32899,366,19,76
O=C(OCC)C,Acetic acid ethyl ester,DSSTox2DMolFile,2.0780001,141-78-6,13.978344,1,1,0,0,1,0,0,0,14,0,1,6,3,19.302969,1.3787835,0,0,4,0,0,8,0,0,2,0,0,2.6925194,-2.3826804,-0.14538306,0.048543133,2.3784761,-2.4044409,-0.018891079,0.123,2.377557,-2.1574292,0.06677936,0.1057,2.6012135,11.619656,1,0.2,0,13,1,5,2,2,0.40000001,12,0,4.9915638,4.0236034,3.2071068,3.284457,2.7700555,1.9040302,1.2071068,1.2844571,0,0,0.80165303,4,0,-0.76354647,-0.29993951,-0.11145686,1.8203931,-0.84508926,-0.19152284,-0.037,1.8203104,-0.51359302,-0.10551517,-0.054299999,2.0252953,2.3935618,3.5392632,3.5392632,0.47690141,0.47690141,-0.50805128,0,0.95509368,2.3059773,0,14,14,1,0,6,3.2,5.3333335,5.03652,2.57372,4.1069999,2.1604321,2,0,1,0,0.52600002,-0.33328,2.3673675,0,1,0,1,0,1,0,0,0,0.56557548,-0.56557548,0.48161665,0.53281593,29.408449,0,29.408449,22.058474,0,14.708499,0,0,0,0,0,0,13.566921,2.503756,0.72433567,0.14393213,0.14393213,0.27566433,0.8560679,0.1317322,80.875374,16.070677,16.070677,30.779177,95.58387,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,111.65455,0,0,0,111.65455,0,2,0,0,0,0,0.5,0.56940001,0,7.7454643,34.862103,20.926258,0,0,0,0,0,66.652031,2.2307,34.862103,0,0,0,0,0,28.671722,66.652031,26.299999,0.85240519,3.321928,1.9086127,4.7417293,111.65455,99.846184,13.566921,0,0,0,80.875374,17.212255,13.566921,88.105995,32,3,20
ClCCCCl,Propane  1 3-dichloro-,DSSTox2DMolFile,2.6059999,142-28-9,13.640758,1,1,0,0,0,0,0,0,11,0,0,5,5,15.789085,1.4353714,0,0,3,2,0,6,0,0,0,0,0,2.1906097,-2.4482381,-0.068993412,0.042979397,2.4519999,-2.4274552,0.123,0.48050451,2.5038092,-2.205646,0.1057,0.42105657,2.7042854,7.3992419,2,0.5,0,10,0,4,4,2,0.5,10,0,4.1213202,4.3891072,2.1213202,2.1213202,2.4142137,2.6035674,1,1,0,0,1.0547254,4,0,-0.74612635,-0.22730722,-0.1170206,1.7772483,-0.77749425,-0.037,0.24745019,1.8954571,-0.50550139,-0.054299999,0.23713875,2.0292668,0.71483165,1.4943248,1.4943248,1.8905017,1.8905017,-1.4548945,0,0,2.3422387,0,14,14,1,0,5,4,4,8.9139929,8.3510389,10.410944,14.888219,0,0,1,0,1.84,-1.32287,2.589654,1,1,0,1,0,2,0,0,0,0.2273414,-0.2273414,0.42302105,0.5,15.808495,36.239403,0,0,0,0,0,0,0,59.163895,0,0,0,0,1,0.53199297,0,0,0.468007,0,111.21179,59.163895,0,0,52.047897,0,0.5,1,0,0,0,0,1,0,0,0,1,0,111.21179,0,0,0,111.21179,0,2,1,0,0,0,1,1.8541,0,0,0,38.366875,0,0,0,0,18.868406,78.297287,2.6057,0,0,0,0,0,18.868406,38.366875,78.297287,0,0.90438145,3,1.8464394,4.1464396,111.21179,101.39037,0,0,0,0,111.21179,0,0,112.987,20,2,14
O(CCCC)CCCC,Butane  1 1'-oxybis-,DSSTox2DMolFile,3.7,142-96-1,26.884274,1,0,0,1,1,0,0,0,27,0,1,9,8,29.323313,1.0860486,0,0,8,0,0,18,0,0,1,0,0,2.5950828,-2.6294892,-0.037454709,0.055963311,2.5722053,-2.5666335,0.090961143,0.123,2.669281,-2.3844633,0.1057,0.10616669,2.8129625,21.593725,6,0.75,0,26,0,8,8,6,0.75,26,0,6.9497476,6.6508889,6.2426405,6.2426405,4.4142137,3.9915638,3.4142137,3.4142137,0,0,0.67168015,8,0,-0.81785047,-0.19857843,-0.10403669,2.2694652,-0.82873416,-0.088781044,-0.037,2.3590739,-0.53123873,-0.06954173,-0.054299999,2.4778078,1.4354649,2.0907454,2.0907454,2.2608471,2.2608471,-1.6044885,0,0,3.9850125,0,14,14,1,0,9,8,8,9,8,8,8,1,0,1,0,3.0020001,-1.8215801,4.1346292,0,1,0,1,0,6,0,0,0,0.35377699,-0.35377699,0.4018262,1,122.05088,0,44.116947,0,0,0,0,0,0,0,0,0,0,2.503756,0.985156,0.014843971,0.014843971,0.014843971,0.985156,0,166.16783,2.503756,2.503756,2.503756,166.16783,0,0.5,1,0,0,0,0,1,0,0,0,1,0,168.67159,0,0,0,168.67159,0,4,0,0,0,0,0,2.6032,0,0,10.999887,41.852516,0,0,0,0,75.473625,66.652031,4.0634999,10.999887,0,0,0,0,75.473625,41.852516,66.652031,9.2299995,0.71696228,4,2.7942088,5.9168892,168.67159,166.87555,2.503756,0,0,0,166.16783,0,2.503756,130.231,120,6,30
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1 3 4-Metheno-2H-cyclobuta(cd)pentalen-2-one  1 1a 3 3a 4 5 5 5a 5b 6-decachlorooctahydro-,DSSTox2DMolFile,6.3940001,143-50-0,40.202,0,0,2,2,1,0,0,0,21,0,1,21,18,25.800104,1.2285764,0,0,10,10,0,0,0,0,1,0,0,2.060313,-2.806673,-0.61767328,0.51015687,3.2916665,-3.0351355,-0.27940029,1.0750216,3.0802927,-2.6021802,-0.141582,1.0710751,3.4941239,5.158,0,0,0,25,1,25,2,0,0,24,0,16.077351,16.747183,5,5.0773501,9.1547003,9.3735914,3.5,3.5773504,4,4,1.4040496,6,0,-0.71999967,-0.43809351,-0.033432797,2.8779852,-1.0225049,-0.27701509,0.63360339,2.8436978,-0.54677349,0.0079650087,0.55921251,3.1561928,4.11163,0,0,6.7941318,6.7941318,-7.7406325,0,0.68993264,8.0136986,0,14,14,1,0,13.44,2.2222223,0.44999999,23.783325,4.0392013,0.83466393,4.5745544,1,0,1,0,5.7183599,-8.3748503,7.9522958,1,1,14,0,5,0,3,0,0,1.3691127,-1.3691127,0.13276577,0.21432517,0,0,0,8.458519,0,0,0,0,59.163895,236.65558,0,0,13.566921,0,0.95731592,0.9733879,0.042684089,0.042684089,0.026612097,0,304.27798,309.38638,13.566921,13.566921,8.458519,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,317.84491,0,0,0,317.84491,0,4,1,5,0,0,0.095238097,4.6181998,0,5.6876111,23.862217,0,0,0,0,0,0,391.48645,8.8115997,23.862217,0,0,0,0,0,5.6876111,391.48645,17.07,0.51002371,5.643856,2.1849604,8.5988407,317.84491,349.44562,13.566921,0,0,0,295.81946,8.458519,13.566921,490.63898,604,72,164
O=[N+]([O-])c1c(C)c(C(=O)N)cc([N+](=O)[O-])c1,Benzamide  2-methyl-3 5-dinitro-,DougDB3DMolFile,3.135,148-01-6,26.05755,1,1,0,0,1,0,6,0,23,1,2,16,9,44.025913,1.9141701,0,0,8,0,0,7,0,3,5,0,0,2.825423,-2.2522137,-0.44417024,0.39894438,2.380904,-2.4639778,-0.25644541,0.46294844,2.4430871,-2.0198362,-0.15436721,0.61343783,2.6081629,10.462449,3,0.1875,6,23,3,16,1,3,0.1875,14,0,12.455666,8.1677198,4.6547008,5.3009648,7.3411117,4.0750103,2.4047005,3.2103434,0,0,0.9965477,6,0,-0.81666297,-0.4418515,0.034608662,2.305114,-1.3703395,-0.26245824,0.12799062,2.3520081,-0.49545261,-0.15786242,0.23742461,2.526304,7.5909777,8.2470751,3.4867413,1.4609374,1.4609374,-2.6419363,0,6.6370478,5.4035401,0,14,14,1,0,14.0625,5.5576558,3.25,9.3886967,3.599436,2.057056,2.1121259,8,2,1,0,1.087,-3.3779299,5.0428462,1,1,6,1,1,3,0,0,0,1.3993068,-1.3993068,0.21213847,0.1884087,29.408449,28.281641,15.808495,0,0,26.348633,0,0,0,17.742489,0,0,81.429016,0,0.45845473,0.4983024,0.40915254,0.54154527,0.5016976,0.13239273,91.241074,99.171509,81.429016,107.77765,99.847221,26.348633,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,199.01872,0,0,0,199.01872,0,4,1,1,0,0,0.0625,0.91031998,32.897186,19.430016,0,101.87002,30.233366,0,0,35.286369,0,38.839512,5.30057,38.033447,0,101.87002,6.37115,38.410683,35.286369,5.2587838,33.326015,134.73,0.54356444,5,2.5552752,7.7445035,199.01872,218.85956,13.566921,0,0,17.742489,86.89769,80.81163,31.30941,225.15999,408,25,78
S=C1Sc2c(N1)cccc2,2(3H)-Benzothiazolethione,NIH3DMolFile,4.494,149-30-4,22.553965,1,1,0,0,1,0,6,0,15,1,2,10,7,25.342234,1.6894822,0,0,7,0,0,5,0,1,0,0,2,2.0153861,-2.1752696,-0.60623544,0.69136661,2.2501168,-2.1627638,-0.49803615,0.89280474,2.4552424,-1.8247448,-0.43832219,1.0237014,2.6953504,9.5460348,0,0,6,16,1,11,0,0,0,9,0,6.9746914,6.7588906,3.809401,4.5604777,4.8601732,4.1644678,1.8273503,2.6498299,0,0,0.91679174,5,0,-0.8100509,-0.38817134,0.10976622,2.0105369,-0.98735595,-0.272883,0.33155268,2.2212598,-0.4016774,-0.17185529,0.44333699,2.4022191,2.0388069,2.8929331,0.69898021,2.360153,2.360153,-3.0043697,0,4.7894564,4.6090088,0,14,14,1,0,6.6942148,2.5599999,1.2409972,6.2102399,2.3532014,1.1322008,1.4613945,1,1,1,0,2.073,-3.45242,4.6554384,0,1,10,1,2,0,0,0,0,0.25974819,-0.25974819,0.44987336,0.66819978,78.070251,6.6995511,31.384512,0,0,0,0,0,19.760618,0,5.6825762,0,0,0,1,0.17968673,0,0,0.82031327,0,141.5975,25.443193,0,0,116.15432,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,141.5975,0,0,0,141.5975,0,3,0,2,0,0,0.2,2.4891,0,18.01075,0,0,0,1.5507339,0,70.572739,0,80.16832,4.85217,0,0,1.5507339,0,20.767498,70.572739,0,77.411568,44.119999,0.76016748,4.4594316,2.1091723,6.3333778,141.5975,176.93877,31.384512,0,0,5.6825762,93.878746,10.651674,37.067089,167.256,108,11,52
O(C)c1cc(O)ccc1,Phenol  3-methoxy-,DSSTox2DMolFile,3.48,150-19-6,19.258345,1,1,0,0,2,0,6,0,17,1,3,9,7,23.835384,1.4020814,0,0,7,0,0,8,0,0,2,0,0,2.2859735,-2.2497962,-0.61261505,0.60098588,2.1944103,-2.2433412,-0.54115731,0.70796597,2.3902481,-1.9660522,-0.42610052,0.77649802,2.4890008,10.661656,1,0.11111111,6,17,0,9,1,1,0.11111111,11,0,6.6902347,5.1648631,4.309401,4.9831276,4.3256984,2.6573465,1.8213673,2.6329932,0,0,0.78730017,5,0,-0.78876716,-0.42658508,0.029672142,1.9771901,-0.88677377,-0.34328982,0.14087565,2.1723742,-0.48345584,-0.20771708,0.1608465,2.2623825,1.8098011,4.3664112,2.5460322,1.2782277,1.2781591,-1.3001194,0,3.4370153,3.4928918,-0.0035558098,9.4475145,14,1.023882,0.0021236262,7.1111112,3.2396693,2,5.2900672,2.3085144,1.3662045,1.3569107,2,1,1,0,1.591,-1.07331,3.5366302,0,1,6,1,1,1,0,0,0,0.51750422,-0.51750422,0.35004103,0.6330722,47.425484,24.267014,8.458519,35.658428,0,0,0,0,0,0,13.566921,0,0,2.503756,0.98101491,0.12185822,0.018985091,0.018985091,0.87814176,0,129.37637,16.070677,2.503756,2.503756,115.80945,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,131.88013,0,0,0,131.88013,0,3,0,1,0,0,1,1.4008,36.385113,0,0,0,0,35.383869,0,70.572739,0,10.486856,3.4658799,0,36.385113,0,10.486856,0,70.572739,0,35.383869,29.459999,0.7642045,4.1699252,2.1498685,6.0047355,131.88013,147.43423,2.503756,0,0,0,115.80945,0,16.070677,124.139,88,9,40
Cl/C=C/Cl,Ethene  1 2-dichloro-  (E)- (9CI),DSSTox2DMolFile,2.6440001,156-60-5,9.2135859,1,1,0,0,0,0,0,0,6,0,0,4,4,9.5097752,1.5849625,0,0,2,2,0,2,0,0,0,0,0,2.1664503,-1.8060626,-0.37581816,0.36618137,1.8195082,-1.5798905,-0.032090377,0.77268237,2.0869634,-1.474269,-0.045401569,0.73800743,2.1723692,3.0264139,0,0,0,5,1,3,1,0,0,4,0,3.4142137,3.4224873,1.1547005,1.4142135,1.9142135,1.6426407,0.33333334,0.5,0,0,1.1456032,3,0,-0.66844386,-0.28375477,-0.016090706,1.2334495,-0.48820463,-0.0074465666,0.44176519,1.538255,-0.35369626,0.010623434,0.39546657,1.5936313,0.59395802,0.72900397,0.72900397,1.9826703,1.9826703,-1.5414337,0,1.105656,1.8664793,0,14,14,1,0,4,3,4,6.8925638,6.4196711,11.614971,11.061998,0,0,1,0,1.202,-1.1604199,2.0706477,0,1,1,1,0,0,0,0,0,0.16085336,-0.16085336,0.5,0.5,0,36.239403,0,0,0,0,0,0,59.163895,0,0,0,0,0,1,0.6201452,0,0,0.37985483,0,95.403297,59.163895,0,0,36.239403,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,95.403297,0,0,0,95.403297,0,2,0,0,0,0,1,1.9352,0,0,0,0,0,0,0,35.916431,0,78.297287,2.0846,0,0,0,0,0,35.916431,0,78.297287,0,0.95443398,2.5849626,1.4591479,3.4464393,95.403297,82.862892,0,0,0,0,95.403297,0,0,96.944,10,1,10
o1c2c(c3c1cccc3)c1c(cc2)cccc1,Benzo(b)naphtho(1 2-d)furan,NIH3DMolFile,4.737,205-39-0,35.629929,0,0,1,1,0,0,17,0,27,0,0,17,14,31.162682,1.1541734,0,0,16,0,0,10,0,0,1,0,0,1.6050501,-2.1849096,-0.68199652,0.66569984,2.2156956,-1.966992,-0.52374905,0.82586956,2.4451969,-1.8286984,-0.48352069,0.87587047,2.5815396,12.84807,0,0,20,30,0,20,0,0,0,10,0,11.242276,9.1817513,8.7735023,10.53517,8.4326534,5.7236323,5.3153839,7.6161566,0,0,0.73529452,8,0,-0.82827276,-0.43093041,0.072350994,2.4365125,-0.54233462,-0.2687788,0.18176982,2.6557939,-0.3995927,-0.20976342,0.21851549,2.783083,0.50818473,2.9996085,2.9996085,4.4094095,4.4094095,-4.6583805,0,9.038619,6.7957525,0,14,14,1,0,10.88,4.2806182,1.696052,7.2274866,2.7629197,1.0696824,1.1746451,1,0,1,0,4.8280001,-6.55477,6.8753104,1,1,20,1,4,0,1,0,0,0.45349666,-0.45349666,0.32039431,1,166.9191,0,16.917038,0,0,0,0,0,0,0,0,0,0,2.503756,0.9865635,0.0134365,0.0134365,0.0134365,0.9865635,0,183.83614,2.503756,2.503756,2.503756,183.83614,0,0.5,1,0,0,0,0,1,0,0,0,1,0,186.3399,0,0,0,186.3399,0,4,0,4,0,0,0,4.7392001,0,0,0,0,0,9.5073462,0,196.39612,0,0,7.1226001,9.5073462,0,0,0,19.964279,176.43184,0,0,13.14,0.58005506,5.321928,2.6804557,7.9026637,186.3399,283.11783,0,0,0,0,166.9191,19.420795,0,218.25499,453,29,98
s1c2c(c3c1cccc3)c1c(cc2)cccc1,Benzo(b)naphtho(1 2-d)thiophene,Smiles,6.027,205-43-6,37.727928,0,0,1,1,0,0,17,0,27,0,0,17,17,31.162682,1.1541734,0,0,16,0,0,10,0,0,0,0,1,1.6050501,-2.2017622,-0.64549959,0.70397395,2.1938698,-1.9665167,-0.48814091,0.88026202,2.4701977,-1.8279815,-0.44559655,0.94471037,2.6065862,13.21207,0,0,20,30,0,20,0,0,0,10,0,11.242276,9.9982471,8.7735023,10.53517,8.4326534,6.5401292,5.3153839,7.6161566,0,0,0.76055658,8,0,-0.75964957,-0.40627033,0.080259942,2.4233081,-0.54233211,-0.23946221,0.23317066,2.6808729,-0.39953026,-0.19198689,0.28622517,2.8101146,0.10102668,2.1028478,2.1028478,5.0283442,5.0283442,-5.3025208,0,9.1504421,7.2818937,0,14,14,1,0,10.88,4.2806182,1.696052,8.0159483,3.0879786,1.2030164,1.4560634,0,0,1,1,5.6430001,-6.60987,7.4012408,1,1,20,1,4,0,1,0,0,0.16871883,-0.16871883,1,0.3435401,0,0,0,19.760618,0,0,0,166.9191,8.3692026,0,0,0,0,0,1,0.89868891,0,0,0.10131108,0,195.04892,175.2883,0,0,19.760618,0,0.5,1,0,0,0,0,1,0,0,0,1,0,195.04892,0,0,0,195.04892,0,4,0,4,0,0,0,5.2076998,0,0,0,0,0,0,0,188.21529,0,31.277687,7.6837001,0,0,0,0,11.783439,176.43184,0,31.277687,0,0.58005506,5.321928,2.6804557,7.9026637,195.04892,294.83932,0,0,0,0,195.04892,0,0,234.32199,453,29,98
